sqft_living,price
2250,325000.0
1720,365000.0
3030,471000.0
1030,223000.0
2190,503000.0
1440,230000.0
2170,550000.0
2930,1100000.0
1180,193000.0
2360,590000.0
1660,712500.0
2390,689800.0
1360,430000.0
1840,785200.0
1800,474900.0
4130,1070000.0
2220,435000.0
3490,941500.0
1830,312000.0
1550,835000.0
2050,713250.0
1230,440000.0
3150,580135.0
3800,575000.0
1350,613000.0
1530,235000.0
2290,660000.0
1480,280000.0
1970,268000.0
720,235000.0
1080,390000.0
2790,654950.0
2040,449500.0
1320,150000.0
1680,440000.0
2140,710000.0
1660,420000.0
1540,312000.0
1880,320000.0
1250,235000.0
2120,437000.0
1810,545000.0
2370,640000.0
1970,432000.0
2110,548000.0
2080,830000.0
3720,875000.0
1370,409950.0
2961,695000.0
2090,562100.0
2600,475000.0
1870,425000.0
2620,600000.0
2430,770000.0
1340,239000.0
1170,295000.0
2000,560000.0
2070,613000.0
4590,960000.0
2550,847000.0
1060,206000.0
1220,253000.0
1790,430000.0
2060,605000.0
1140,425000.0
2870,720000.0
2550,375900.0
2790,1298000.0
1110,210000.0
940,234000.0
2880,285000.0
1200,400000.0
1030,718000.0
1240,174500.0
1200,222400.0
2780,402500.0
1765,250000.0
1960,600000.0
2680,930000.0
1410,272500.0
2240,363990.0
3120,575000.0
1450,400000.0
2340,427874.0
2481,309000.0
1530,320000.0
1250,390000.0
560,299000.0
2200,375000.0
1460,240500.0
1650,320000.0
3200,1270000.0
2560,658588.0
2080,270000.0
1070,327500.0
2190,340000.0
2060,200000.0
2640,1025000.0
1720,275000.0
3880,1126000.0
960,280000.0
2340,485000.0
2660,1901000.0
2090,865000.0
1820,532000.0
2310,364950.0
920,212500.0
790,135000.0
1500,437000.0
1240,390000.0
2730,760000.0
1170,119500.0
3410,2400000.0
2700,837500.0
1650,327500.0
670,175000.0
1670,289950.0
1530,400000.0
1500,219950.0
1720,161700.0
2920,500000.0
910,465000.0
1050,540000.0
1540,525000.0
1210,324950.0
2650,565000.0
1990,760500.0
2660,1100000.0
4060,603500.0
2300,453500.0
2630,583000.0
770,275000.0
3790,875000.0
2540,335000.0
2500,646000.0
2150,392500.0
1670,785000.0
1800,470000.0
2070,560000.0
830,519000.0
2370,746000.0
1010,317000.0
1420,371000.0
2120,250000.0
2020,532000.0
1520,499950.0
820,375000.0
1690,640000.0
2260,400000.0
1830,572000.0
1350,310000.0
3280,989000.0
2770,685000.0
2770,907500.0
2460,427500.0
4720,860000.0
1250,365000.0
1710,250500.0
1840,411715.0
2000,415000.0
650,129000.0
1020,489000.0
1500,170000.0
2060,418500.0
1810,261000.0
3810,2005000.0
1650,355000.0
1540,742000.0
2080,399950.0
2430,791000.0
1750,190000.0
1770,229500.0
1710,539000.0
2740,549000.0
2730,545000.0
2437,285000.0
3290,648000.0
2910,610000.0
1630,767450.0
4410,765000.0
1780,586500.0
1540,520000.0
1420,455000.0
2680,653000.0
1750,279950.0
2170,449950.0
2390,565000.0
2400,620000.0
1690,269000.0
3250,875000.0
4610,630000.0
2440,425000.0
1290,647500.0
2000,450000.0
1050,440000.0
2340,445000.0
2210,530000.0
2920,875000.0
3150,685000.0
3590,798000.0
1910,297500.0
3110,749950.0
2440,495000.0
1330,540000.0
1460,395000.0
3902,1300000.0
5180,1075000.0
1150,214100.0
1920,210000.0
2520,499500.0
970,546000.0
2490,292000.0
1680,289000.0
1150,240000.0
1980,395000.0
2070,795000.0
5660,955000.0
2420,725000.0
2610,335000.0
2810,492000.0
1510,250000.0
1910,700000.0
1700,545000.0
2020,555000.0
2340,640000.0
1463,390000.0
1430,466500.0
1180,372500.0
4400,1800000.0
1610,255000.0
1480,466800.0
2670,749000.0
1830,610000.0
920,356000.0
1150,165000.0
1190,229000.0
4160,530000.0
2370,499950.0
1660,619000.0
1480,547000.0
2390,359800.0
1690,499000.0
1010,189000.0
3500,799000.0
2330,257000.0
1890,270000.0
2000,453500.0
1130,237000.0
1670,456000.0
2600,355500.0
1560,299950.0
1170,335000.0
2100,268500.0
1710,385000.0
2420,376000.0
1370,605004.0
2660,886000.0
2260,560000.0
2070,343000.0
4670,1415000.0
1500,270000.0
2658,411605.0
2700,550000.0
1530,465000.0
1480,584000.0
1390,275000.0
1660,324500.0
2050,700000.0
1550,385200.0
1900,270000.0
2820,735000.0
1490,389250.0
1750,315000.0
2040,545000.0
1900,550000.0
1910,415000.0
1560,387500.0
1470,432000.0
2700,402000.0
3450,1035000.0
1970,294700.0
2670,744000.0
2550,715000.0
1720,500000.0
4270,1300000.0
2170,1150000.0
2840,650000.0
3270,435000.0
1480,510000.0
2440,525000.0
2880,920000.0
1730,200000.0
1260,435000.0
2230,809950.0
2460,1370000.0
2050,455000.0
2030,471000.0
810,253500.0
1840,185000.0
1730,535500.0
2280,835000.0
2630,589500.0
2270,680000.0
1020,360000.0
1990,595000.0
2680,300000.0
1980,660000.0
2400,570000.0
780,285000.0
980,435000.0
1210,160000.0
4600,805000.0
1480,450000.0
1320,510000.0
4400,1120000.0
3010,1280000.0
2260,539000.0
1880,407193.0
1370,320000.0
2720,739000.0
1740,452000.0
2560,600000.0
2690,279000.0
3240,895000.0
2430,585000.0
1405,405000.0
3030,837219.0
4150,969990.0
1730,490000.0
3820,611000.0
3070,462000.0
1780,540000.0
1811,260000.0
2450,510000.0
2300,567500.0
1440,445000.0
2370,684680.0
4420,2700000.0
1300,455000.0
2870,540000.0
3400,530000.0
1410,410000.0
1640,450000.0
3190,609900.0
2380,648000.0
2260,550000.0
1240,347000.0
4220,1635000.0
4250,1339000.0
1860,288350.0
2850,1150000.0
2470,525000.0
2210,250250.0
1920,341000.0
3150,700000.0
2700,390000.0
2190,539950.0
1380,552000.0
2520,250000.0
1300,502000.0
2220,480000.0
730,378500.0
3300,1350000.0
4130,1900000.0
2670,605000.0
1980,307550.0
740,304700.0
2050,568000.0
1230,385000.0
1210,345000.0
1890,435000.0
1870,579000.0
1330,236000.0
1590,305100.0
1710,368000.0
1200,255000.0
1140,400000.0
2240,440000.0
920,417000.0
800,435000.0
1980,475000.0
2800,563500.0
1680,285000.0
2330,471000.0
2240,500000.0
2140,640000.0
2170,442500.0
1150,213400.0
2030,831000.0
1350,325000.0
910,425000.0
2700,550000.0
3730,599950.0
2740,1225000.0
2050,750000.0
2390,290000.0
1990,270000.0
1300,229950.0
1330,234999.0
1000,265000.0
2190,367300.0
1380,550000.0
2610,743700.0
1060,352750.0
710,403950.0
2730,980000.0
2470,585000.0
1760,554000.0
1530,546000.0
1610,280000.0
1030,212500.0
2800,739000.0
1310,428000.0
3160,965000.0
2500,364900.0
2070,559000.0
1980,213000.0
2590,620000.0
1910,240000.0
2630,852500.0
2630,600000.0
1960,410000.0
1440,328000.0
2210,625000.0
2350,649950.0
1590,235000.0
1500,489000.0
1900,536000.0
2370,400000.0
1720,398000.0
2020,379000.0
1340,345000.0
1800,365000.0
1480,315000.0
2750,571000.0
3760,1025000.0
2540,695000.0
1760,225000.0
3000,740000.0
1930,315000.0
3040,1230000.0
860,420000.0
1420,310000.0
2080,700000.0
1560,269000.0
1960,369990.0
1620,800000.0
3670,569000.0
1930,175000.0
1290,440000.0
1970,435000.0
1540,345000.0
2180,558000.0
1490,475000.0
2220,490000.0
2430,335000.0
1392,350000.0
1120,100000.0
1390,417500.0
2040,253000.0
2830,1240000.0
3020,490000.0
2290,470000.0
1210,483300.0
2510,659000.0
2320,480000.0
970,165000.0
1820,659500.0
970,219900.0
1740,315000.0
1590,250000.0
1380,268000.0
1680,380000.0
1220,499000.0
1651,285000.0
1330,183000.0
2940,1070000.0
1410,429000.0
1100,403000.0
1530,375500.0
5270,1795000.0
2110,516200.0
1720,385000.0
1800,515000.0
2210,375000.0
2560,650000.0
1010,306888.0
3340,870000.0
1740,310000.0
1320,251750.0
1520,366000.0
2010,429950.0
2440,710000.0
2550,895000.0
1010,149500.0
1780,310000.0
2180,555000.0
2750,750000.0
3490,745000.0
2550,695000.0
1870,433000.0
1150,307000.0
2050,655275.0
1940,392000.0
3630,1180000.0
1890,359950.0
1630,360000.0
2440,566000.0
3100,700000.0
2090,415000.0
920,199500.0
1580,749000.0
1760,680000.0
2530,400000.0
2490,608000.0
3870,589900.0
2732,480000.0
3230,1059500.0
2930,915000.0
3510,695000.0
2580,899900.0
1060,499950.0
2790,533112.0
2009,303210.0
2880,525000.0
710,399950.0
2070,850830.0
1370,371500.0
1730,522000.0
1680,588000.0
1350,276900.0
1510,248000.0
1860,280000.0
3440,495000.0
4250,665000.0
860,290300.0
1640,527000.0
1295,487028.0
1790,325000.0
2210,799000.0
10040,7062500.0
940,354000.0
1160,262500.0
1990,560200.0
1050,220000.0
1030,650000.0
1420,435000.0
2690,800000.0
3760,1010000.0
700,200000.0
2100,295000.0
2240,580379.0
3470,875000.0
3370,515000.0
2790,599000.0
1870,285000.0
1520,290000.0
750,355000.0
1460,381000.0
2600,571000.0
3320,852600.0
2340,1085000.0
890,371000.0
1720,514000.0
1270,386000.0
2180,464000.0
2030,335000.0
2490,740000.0
1470,465000.0
2500,700000.0
4500,785000.0
1460,350000.0
620,148000.0
1550,530000.0
1430,349000.0
1360,240000.0
2210,330000.0
2460,735000.0
2180,545000.0
1570,214950.0
4140,657500.0
1140,476000.0
8670,2888000.0
800,110000.0
2414,292000.0
1160,317000.0
3170,455000.0
4210,1365000.0
2060,460000.0
1640,405000.0
720,333000.0
1860,427000.0
2810,742000.0
2090,465000.0
3280,809950.0
2090,619400.0
2430,762400.0
2520,535000.0
2510,881000.0
3370,813000.0
1640,234000.0
2250,308900.0
2300,450000.0
1650,547500.0
710,399950.0
2550,516000.0
982,250000.0
1630,475000.0
2550,415000.0
1240,545000.0
2456,329950.0
3200,1325000.0
3950,784000.0
2180,610750.0
3140,578000.0
4030,1485000.0
1970,501000.0
1940,465250.0
4860,2250000.0
3064,1095000.0
970,315000.0
2460,900000.0
3010,789500.0
2460,678500.0
2080,342500.0
3960,860000.0
2490,306000.0
2060,580000.0
1330,405000.0
1600,510000.0
820,173000.0
1200,210000.0
1050,445000.0
1910,585000.0
1800,381000.0
2060,890000.0
1840,235000.0
1250,480000.0
1510,575000.0
2300,350000.0
1490,259000.0
2820,599000.0
1130,210000.0
3200,1184000.0
1510,545000.0
1970,299995.0
1210,440000.0
3280,699000.0
2420,795000.0
2460,445000.0
1180,397990.0
1900,706000.0
1651,363000.0
2130,850000.0
1430,620000.0
5730,1228000.0
1910,333000.0
2110,743000.0
1630,448000.0
2470,485000.0
2640,489950.0
2990,498500.0
2120,531000.0
2050,670000.0
1880,310000.0
2790,835000.0
3000,1688000.0
2140,495000.0
1769,495000.0
1710,440000.0
420,280000.0
3270,1070000.0
2370,1034500.0
1770,248000.0
2210,294000.0
1710,561000.0
2710,656500.0
2340,660000.0
1220,370000.0
1060,349950.0
910,223000.0
1880,560000.0
1870,594000.0
1480,600000.0
1880,315000.0
1890,430000.0
1560,440000.0
1070,312500.0
4410,1240000.0
1470,300000.0
2570,680000.0
1170,336750.0
2320,822500.0
2440,589000.0
4120,863000.0
1440,210000.0
1340,206135.0
3010,1125000.0
1840,285000.0
930,230000.0
4070,845000.0
1820,350000.0
1280,304000.0
900,370000.0
1980,810000.0
2010,440000.0
2750,1030000.0
3140,775000.0
4200,1335000.0
1900,235000.0
1830,499950.0
3320,622500.0
2700,300000.0
1290,205000.0
1500,435000.0
3650,697000.0
1270,153000.0
2630,454000.0
1800,345000.0
1870,585000.0
2540,380000.0
1930,250600.0
2770,890000.0
2220,370000.0
1650,369500.0
3670,883000.0
3770,950000.0
2350,615000.0
1210,305000.0
2010,590000.0
1580,485000.0
710,215000.0
1910,430000.0
1880,324900.0
2280,849900.0
3100,975000.0
2350,910000.0
1850,459950.0
2070,325000.0
2020,513000.0
1580,475000.0
2690,419000.0
2420,760000.0
2540,1120000.0
1150,129000.0
3210,725000.0
2040,580000.0
1920,385000.0
1900,265000.0
4310,1735000.0
1070,330000.0
2790,665000.0
2860,799000.0
2250,589000.0
3170,1695000.0
1460,538000.0
1540,530100.0
2910,718500.0
1180,299000.0
1640,556000.0
1520,171000.0
3610,540000.0
1400,250000.0
3200,795000.0
1384,575000.0
1410,379500.0
2050,385000.0
1750,415500.0
1510,397500.0
1930,530000.0
2960,883000.0
2920,850000.0
1980,496752.0
1430,330000.0
2450,735000.0
2360,525000.0
1890,269950.0
2140,650000.0
1900,520500.0
2700,652500.0
2430,506000.0
1110,416000.0
2280,500000.0
1550,460000.0
1530,371025.0
2440,576000.0
1760,353500.0
3040,1735000.0
1070,183000.0
1990,763101.0
1090,460000.0
1890,825000.0
1000,265000.0
1770,295000.0
2360,418000.0
3380,554000.0
1700,534500.0
1600,690000.0
2050,530000.0
1210,357186.0
1940,300000.0
1810,304000.0
1690,385000.0
1800,415000.0
3280,963000.0
4290,792500.0
1150,309212.0
880,235000.0
1720,667000.0
1510,470000.0
1240,375000.0
1580,410000.0
2170,566000.0
2500,680000.0
960,332000.0
3030,902000.0
1540,500000.0
1890,445000.0
2810,825000.0
3530,1095000.0
1100,277000.0
1940,545000.0
2300,435000.0
2110,638000.0
1220,418000.0
1750,499000.0
1230,150000.0
3100,759950.0
1830,427000.0
2640,632500.0
1840,660000.0
3190,862000.0
1120,524000.0
1760,470000.0
1590,385000.0
2120,575000.0
2240,220000.0
890,460000.0
2940,1712500.0
1220,175000.0
2670,465000.0
1120,552000.0
3130,565000.0
1740,518000.0
3290,899950.0
1770,373000.0
2960,385000.0
1200,245000.0
2400,375000.0
2690,699850.0
3550,450000.0
1310,455000.0
2610,650000.0
2760,378000.0
1410,220000.0
1960,285500.0
1212,340000.0
2220,921000.0
2040,375000.0
2800,999000.0
2040,335000.0
3070,1920000.0
830,385000.0
4140,850000.0
2340,429000.0
1420,523950.0
2670,798800.0
1880,284000.0
3450,852880.0
1200,320000.0
3430,749995.0
1350,468500.0
2570,492500.0
2840,685000.0
2650,542525.0
1980,435000.0
1280,242000.0
2610,325000.0
3010,837700.0
930,210000.0
1180,187500.0
1710,560000.0
1380,272000.0
1190,235000.0
1870,259000.0
3130,866059.0
900,473000.0
1880,405000.0
3010,870000.0
2280,475000.0
2970,499500.0
1620,386000.0
1550,458000.0
2240,550000.0
2830,605500.0
2890,421000.0
1990,536000.0
1370,247200.0
1088,250000.0
1740,204950.0
1730,430000.0
1800,250000.0
1440,260000.0
1720,547000.0
2800,379900.0
2300,738500.0
2030,545000.0
740,342000.0
9640,4668000.0
1920,170000.0
2490,616000.0
1380,640000.0
1530,332000.0
2420,1010000.0
2150,380000.0
1610,415000.0
2650,1008000.0
2700,669000.0
1270,260000.0
3150,854000.0
2010,605000.0
860,320000.0
1410,229950.0
1700,255000.0
2570,1170000.0
1230,479000.0
4170,1200000.0
1180,472000.0
1430,198000.0
1450,440000.0
2180,506000.0
2210,382500.0
1480,269500.0
2340,560000.0
3860,840000.0
2300,479500.0
1450,402000.0
1380,549000.0
2470,449950.0
2030,493000.0
1440,142500.0
1160,250000.0
1580,729000.0
1430,465000.0
1494,465000.0
1930,280000.0
2740,675000.0
1880,667500.0
2590,809000.0
2140,400000.0
1870,310000.0
1230,435000.0
2340,465950.0
2880,1538000.0
880,253000.0
3040,330000.0
1120,554000.0
1380,350000.0
1660,294999.0
2500,1185001.0
2940,752000.0
1670,451000.0
2630,725000.0
2250,345000.0
1320,206000.0
4100,2027000.0
4340,2475000.0
3700,1728000.0
2700,580000.0
980,430000.0
2650,720000.0
3670,824000.0
2960,936000.0
3070,535000.0
1413,286800.0
1260,350000.0
1680,345000.0
1230,435000.0
4360,1555000.0
4420,1325000.0
2770,461000.0
2910,770000.0
4290,1384000.0
1600,330000.0
1820,322500.0
6050,1600000.0
1700,475000.0
790,250275.0
1720,274500.0
990,284950.0
1770,264950.0
1260,242000.0
3640,913000.0
2040,555000.0
1980,711000.0
3600,403500.0
4270,975000.0
2030,253779.0
1689,384400.0
2870,646000.0
1270,415000.0
2790,764000.0
3850,507000.0
1560,545500.0
1180,450000.0
1820,264000.0
1260,650000.0
2640,365000.0
1100,343566.0
1950,375000.0
1380,295000.0
2200,325000.0
2050,265000.0
2795,562000.0
2050,540000.0
6430,4489000.0
2150,279950.0
1970,540000.0
2660,310000.0
720,190000.0
2410,440000.0
2020,1400000.0
1080,230000.0
1180,455000.0
660,175000.0
2920,650000.0
4850,3000000.0
1080,192500.0
1670,239950.0
1370,175000.0
3450,850000.0
1970,410000.0
2290,570000.0
2240,469000.0
1240,559000.0
2420,739888.0
3260,568450.0
670,240000.0
3160,574950.0
1990,180000.0
4680,1160000.0
1700,300000.0
2807,630000.0
1770,507000.0
2570,287500.0
3450,688000.0
1670,424000.0
1050,400000.0
1910,620000.0
910,300000.0
2480,615000.0
1820,206000.0
2920,515500.0
1870,554000.0
3810,825000.0
2190,855000.0
1730,315000.0
2220,299000.0
1320,650000.0
1510,465000.0
2120,535000.0
1690,564000.0
1360,515000.0
3250,580000.0
1490,309000.0
1930,536751.0
2020,415000.0
1584,267000.0
3170,820000.0
3870,1399950.0
1430,485000.0
1380,482000.0
2610,535000.0
1540,690000.0
1940,576000.0
2160,378750.0
1530,269900.0
1440,210000.0
2640,429900.0
3620,1525000.0
2850,360000.0
1260,405000.0
1610,450000.0
1360,703000.0
2496,661000.0
2160,580000.0
1320,464000.0
2540,945000.0
2620,659500.0
1140,200000.0
1790,280000.0
2440,1325000.0
2140,346150.0
1330,197500.0
2590,799000.0
4750,1309500.0
1620,350000.0
2440,720000.0
2020,519000.0
1470,590300.0
5990,2200000.0
2520,410000.0
1440,437000.0
1640,221000.0
2150,380000.0
1570,506000.0
1980,395000.0
1210,285000.0
1900,311000.0
1940,520000.0
1310,435000.0
990,120000.0
3870,1440000.0
1340,186000.0
2160,756000.0
2080,248000.0
1300,287000.0
2610,510000.0
1050,249000.0
2480,340000.0
1820,399888.0
1170,440000.0
2370,899000.0
3090,540500.0
2310,385000.0
2060,558000.0
2540,600000.0
2400,450000.0
1320,232500.0
790,436000.0
1790,240000.0
1820,489950.0
1670,680000.0
3990,1068000.0
1430,352450.0
2030,335000.0
1290,549000.0
3820,1240000.0
2520,618250.0
3880,1815000.0
1590,850000.0
3530,930000.0
1610,505000.0
3280,925000.0
1860,275000.0
1840,499000.0
2120,507000.0
2270,619850.0
2840,500000.0
1220,310000.0
2310,646000.0
1840,265000.0
950,475000.0
3070,600000.0
1730,470000.0
920,319950.0
3200,712000.0
3010,775000.0
1600,390000.0
2840,585000.0
2430,1027000.0
1750,232603.0
1240,543000.0
1530,607500.0
3390,750000.0
2320,728050.0
2650,734990.0
2238,330000.0
2620,605000.0
1910,441000.0
3040,650000.0
4640,1950000.0
1500,395000.0
380,245000.0
2970,905000.0
3030,660000.0
1890,378000.0
1040,600000.0
2090,632500.0
1680,210000.0
2770,754800.0
1020,175000.0
1470,455000.0
1430,450000.0
2050,790000.0
2080,480000.0
2870,850000.0
3940,725000.0
1520,380000.0
1700,979000.0
1940,359950.0
2870,665900.0
3240,812000.0
1150,203000.0
1440,456000.0
2200,547000.0
1470,280000.0
1760,640000.0
1780,477000.0
2450,455000.0
1890,587206.0
2540,425000.0
1360,511500.0
1310,218000.0
1510,332000.0
1860,291000.0
2200,279000.0
3360,950000.0
2470,970500.0
1260,412000.0
1430,400000.0
1230,200000.0
2320,397000.0
3290,715000.0
2550,371000.0
1870,458000.0
3110,436500.0
1820,329950.0
3050,950000.0
1890,282000.0
800,250000.0
6900,1135000.0
2670,400000.0
3260,681500.0
860,200000.0
3366,1300000.0
3840,1462497.0
3850,995000.0
2040,355000.0
1790,425000.0
3740,869000.0
2660,915000.0
3230,2110000.0
3140,925000.0
5480,2400000.0
1160,390000.0
1860,330000.0
1630,482500.0
1750,525000.0
1300,237000.0
960,205000.0
1850,623000.0
3260,565000.0
2420,400000.0
1460,405000.0
2240,337000.0
1240,355000.0
2060,885000.0
2280,420000.0
2510,448000.0
3150,800000.0
2780,830000.0
2380,725000.0
2140,780000.0
840,325000.0
2170,488800.0
4410,1320000.0
2120,489000.0
6630,1240000.0
3290,595000.0
2290,359900.0
4910,1080000.0
3730,925000.0
2440,625000.0
2570,339990.0
2970,775950.0
2630,420000.0
1530,654000.0
3690,725000.0
1230,375000.0
2200,1100000.0
2330,639500.0
2160,849000.0
1550,418000.0
1780,442900.0
2610,750000.0
3290,930000.0
1330,565000.0
3530,874150.0
2090,545000.0
2040,500000.0
2370,687000.0
2810,810000.0
2050,439500.0
2870,802000.0
2130,732600.0
2580,374000.0
2380,330000.0
1940,365000.0
1610,290900.0
2060,577000.0
1010,280000.0
2810,675000.0
2380,800000.0
1060,299995.0
1560,440000.0
1500,249500.0
970,690000.0
1170,235000.0
2280,320000.0
2800,350000.0
1150,334000.0
2180,235000.0
2520,442000.0
1760,264000.0
1180,275000.0
950,430000.0
1900,550000.0
2300,775000.0
2660,603500.0
1530,230000.0
1850,449000.0
4230,2075000.0
1200,420000.0
2270,735000.0
1090,200000.0
1100,286000.0
1640,579000.0
1950,345100.0
1660,350000.0
880,291500.0
1500,649950.0
1890,458500.0
1150,500000.0
2430,362300.0
2110,324000.0
2950,495000.0
1650,233500.0
2110,479000.0
2010,322200.0
3030,835000.0
1270,347000.0
1610,725000.0
1140,345000.0
2110,345950.0
1840,550000.0
1560,399950.0
1840,269500.0
1830,494000.0
2120,453000.0
1600,442500.0
1450,235000.0
1880,389800.0
1270,346000.0
1720,360000.0
2400,650000.0
1150,290000.0
870,234000.0
2000,260000.0
2420,349900.0
1080,275000.0
3420,725000.0
1870,375000.0
2500,806000.0
2150,470000.0
1470,490000.0
2130,615000.0
1000,249000.0
2390,396500.0
860,405000.0
1960,560000.0
2000,459950.0
1620,265000.0
2890,502000.0
1300,430000.0
1080,525000.0
2170,415000.0
2260,600000.0
1580,225000.0
2620,300000.0
1540,491234.0
4570,1580000.0
3440,905000.0
1740,199950.0
2160,450000.0
1480,899000.0
2260,649000.0
3910,780000.0
1700,400000.0
4470,831500.0
1800,471001.0
1630,385000.0
1030,326000.0
720,335000.0
1890,320000.0
1840,300000.0
2540,269950.0
3520,1220000.0
3220,590000.0
1820,750000.0
1230,239950.0
1340,215000.0
1200,165000.0
1390,261350.0
1730,569000.0
1580,425000.0
3520,800000.0
2650,715000.0
1310,337000.0
2300,560000.0
1780,449500.0
1980,660000.0
1300,685000.0
3500,905000.0
1830,403500.0
1520,405000.0
2700,385000.0
2810,1700000.0
1660,285000.0
1310,249900.0
2960,633634.0
2242,329900.0
2540,310000.0
1420,345000.0
1270,160797.0
1300,562500.0
3190,664950.0
2910,515000.0
1630,497000.0
2300,312891.0
3310,670000.0
940,362500.0
1020,402101.0
1520,438000.0
2330,687500.0
1010,160000.0
1070,415000.0
3170,405000.0
3030,880000.0
2270,585000.0
2341,640000.0
2130,819000.0
2300,520000.0
1660,367500.0
2610,762500.0
2150,300000.0
2410,625000.0
1580,530000.0
1740,379000.0
1270,615000.0
2550,660000.0
1860,380000.0
2700,314900.0
1460,324950.0
1330,225000.0
2070,535000.0
1360,348500.0
2650,725000.0
3580,925000.0
2034,549000.0
1230,400000.0
2450,620000.0
2840,665000.0
3820,1215000.0
2740,1157400.0
2090,349950.0
6390,2466350.0
2470,339000.0
1720,615000.0
3090,751000.0
2320,941000.0
1740,600000.0
2950,455000.0
4810,1295648.0
1500,485000.0
1810,358000.0
1100,339000.0
1490,258000.0
1200,455000.0
1890,437000.0
2200,689000.0
2510,319000.0
1420,510000.0
2000,440000.0
1460,1010000.0
3220,875000.0
1310,304000.0
690,139000.0
1150,464500.0
1480,336500.0
1850,230000.0
1930,425000.0
750,300000.0
1430,457500.0
1840,366000.0
1300,502000.0
1050,194000.0
2210,305000.0
3220,1250000.0
4620,575000.0
1760,343500.0
850,325000.0
4690,600000.0
3920,850000.0
2140,420000.0
1180,257500.0
2360,317000.0
3060,970000.0
1670,252000.0
1820,683500.0
1970,289000.0
930,355000.0
2300,675000.0
2590,396500.0
1450,362500.0
1540,395000.0
2730,599000.0
880,218000.0
3190,589950.0
1330,218000.0
1500,360000.0
740,350000.0
2560,350000.0
2540,845000.0
3200,839000.0
3330,850000.0
900,329950.0
1600,425000.0
970,210000.0
1130,631500.0
650,295000.0
2400,575000.0
2280,415000.0
3550,859000.0
2050,639888.0
830,329445.0
2440,745641.0
1600,395000.0
3190,790000.0
2550,890000.0
2180,400000.0
1410,365500.0
1410,245000.0
2340,390000.0
1320,196500.0
3990,1200000.0
1270,276900.0
4380,995000.0
4250,2300000.0
1860,505000.0
3770,1229000.0
1530,352000.0
3570,597326.0
1740,800000.0
1670,270000.0
1570,235000.0
1590,409900.0
2980,739900.0
2690,608000.0
900,381500.0
1440,562100.0
3000,740000.0
1640,308000.0
3100,905000.0
4000,762000.0
2020,356000.0
1840,750000.0
2100,418800.0
2460,276000.0
2610,725000.0
1460,285000.0
1050,205000.0
1790,583000.0
2180,657000.0
2050,386000.0
2790,589950.0
1700,575000.0
2380,574000.0
2000,690500.0
1670,565000.0
1190,500000.0
3040,330000.0
780,286000.0
2330,450000.0
2840,870000.0
2490,725000.0
770,275000.0
1850,645000.0
1090,152000.0
1780,315000.0
930,190000.0
2770,700000.0
1250,233000.0
1830,249000.0
870,310000.0
1150,265950.0
4500,860000.0
1150,200000.0
2000,402000.0
1900,305000.0
1640,505000.0
2680,1355000.0
2420,482000.0
1790,299950.0
3920,770000.0
1640,245700.0
890,283000.0
1910,650000.0
2140,530000.0
2030,440000.0
4225,1005000.0
2680,599990.0
2030,544000.0
5850,1700000.0
2060,270000.0
1060,435000.0
1010,349000.0
3310,1140000.0
2000,320000.0
3070,804100.0
1270,594000.0
3110,531500.0
2110,1150000.0
1400,374500.0
2310,450000.0
2700,744500.0
2370,913888.0
2760,760000.0
1610,346500.0
1230,280000.0
1900,557500.0
1580,260000.0
1940,1330000.0
1620,640000.0
1940,280000.0
1230,205000.0
3160,957000.0
2700,625000.0
1880,680000.0
890,150000.0
1720,255950.0
1620,246500.0
1380,450000.0
1870,595888.0
1970,454000.0
1110,299900.0
1190,200000.0
1150,346500.0
2890,585000.0
1500,383000.0
1950,519000.0
1250,410000.0
2070,578000.0
4660,1280000.0
1350,395000.0
1800,364000.0
1481,240000.0
1730,328423.0
2720,594000.0
2320,425000.0
1860,309620.0
2025,260000.0
1400,563500.0
2620,975000.0
2450,937000.0
1590,518500.0
2085,563500.0
3450,1050000.0
1780,350000.0
3060,826000.0
1700,225000.0
1330,235867.0
3060,399000.0
1220,177500.0
1600,224000.0
1530,302000.0
1980,760000.0
1730,460000.0
1170,415000.0
1950,669000.0
1470,254600.0
1400,357250.0
4040,910000.0
3110,725000.0
1490,670000.0
1770,440000.0
3320,1025000.0
950,320000.0
2430,310000.0
2660,772650.0
2670,669950.0
2720,690000.0
3200,385000.0
2480,663000.0
1780,300000.0
1590,225500.0
1550,320000.0
2850,775000.0
2600,805000.0
1230,252750.0
2080,254000.0
3600,620000.0
2110,435000.0
2550,460000.0
1650,268000.0
1370,446000.0
1010,285000.0
2330,530000.0
620,402000.0
2450,358000.0
2530,354950.0
2220,405000.0
2110,568000.0
3690,575000.0
1940,315000.0
2070,280927.0
2160,440000.0
2600,270000.0
2880,755000.0
2260,289659.0
3640,555000.0
1530,450000.0
2490,1145000.0
1440,495000.0
3760,1250000.0
1720,580000.0
2480,560000.0
3990,1080000.0
840,450000.0
2270,815000.0
2580,354000.0
1580,279900.0
950,339000.0
3190,1340000.0
3740,710000.0
2620,815000.0
2080,800000.0
1660,638000.0
1520,475580.0
1140,243800.0
3240,600000.0
2460,620000.0
1750,750000.0
2430,626000.0
1060,230000.0
2410,537000.0
720,210000.0
1260,200500.0
1640,253500.0
1310,150000.0
2120,440000.0
3320,667000.0
1210,660000.0
2590,695000.0
2250,440000.0
